protein_id,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome_Vacuole,Golgi apparatus,Peroxisome
SO2A1_HUMAN,0.1237,0.0625,0.104099996,0.836799979,0.156100005,0.0154,0.293599993,0.387100011,0.170200005,0.027899999
RIT1_HUMAN,0.536800027,0.208199993,0.068099998,0.751900017,0.224099994,0.022,0.296299994,0.514599979,0.25940001,0.073600002
SNPC3_HUMAN,0.508899987,0.763199985,0.022500001,0.101199999,0.147200003,0.0069,0.238900006,0.193700001,0.238900006,0.0123
PEX13_HUMAN,0.155499995,0.226099998,0.032400001,0.063900001,0.520099998,0.0352,0.742200017,0.200399995,0.507799983,0.716300011
TNPO1_HUMAN,0.631600022,0.675499976,0.0089,0.232899994,0.127399996,0.0012,0.131200001,0.231900007,0.219500005,0.029200001
ARHG2_HUMAN,0.692200005,0.176400006,0.042199999,0.457399994,0.125499994,0.0008,0.205200002,0.478399992,0.317499995,0.003
NEP1_HUMAN,0.187000006,0.90109998,0.032699998,0.0261,0.188700005,0.0033,0.095700003,0.039900001,0.034499999,0.0045
NINJ1_HUMAN,0.095700003,0.093400002,0.055799998,0.759500027,0.035,0.0031,0.447400004,0.641200006,0.329100013,0.0779
IRF7_HUMAN,0.593699992,0.819299996,0.0153,0.104199998,0.355100006,0.0008,0.047400001,0.158899993,0.0986,0.004
DLX4_HUMAN,0.316500008,0.894200027,0.0126,0.054099999,0.063600004,0.0003,0.0363,0.056699999,0.024,0.0033
CLP1_HUMAN,0.771399975,0.620500028,0.0089,0.069899999,0.066600002,0.001,0.107699998,0.161799997,0.145400003,0.002
GLMN_HUMAN,0.677399993,0.616900027,0.0295,0.227599993,0.072999999,0.0022,0.320199996,0.344099998,0.460599989,0.0041
KAT5_HUMAN,0.342299998,0.922800004,0.021400001,0.041499998,0.122299999,0.001,0.114699997,0.0744,0.035999998,0.0061
TF3B_HUMAN,0.386999995,0.819199979,0.032900002,0.1303,0.092799999,0.0025,0.0462,0.077299997,0.183699995,0.0019
UBP13_HUMAN,0.74180001,0.777400017,0.0143,0.096799999,0.068800002,0.0101,0.180000007,0.242200002,0.264299989,0.0063
DVL3_HUMAN,0.392699987,0.433200002,0.0328,0.708400011,0.107100002,0.0012,0.257099986,0.205200002,0.274199992,0.0017
USP9X_HUMAN,0.566500008,0.731100023,0.045600001,0.222100005,0.032400001,0.008,0.245399997,0.210500002,0.287800014,0.0013
UBP7_HUMAN,0.638999999,0.564999998,0.175600007,0.332399994,0.102499999,0.0014,0.124799997,0.219699994,0.237800002,0.0003
NAA80_HUMAN,0.608900011,0.543799996,0.071099997,0.149900004,0.405400008,0.0147,0.191499993,0.210299999,0.127200007,0.0093
IGSF2_HUMAN,0.313499987,0.154699996,0.216299996,0.853500009,0.057799999,0.0011,0.442000002,0.351700008,0.430099994,0.130899996
CUL5_HUMAN,0.773199975,0.509899974,0.118199997,0.199200004,0.092200004,0.0029,0.142399997,0.260800004,0.620199978,0.0021
TNR25_HUMAN,0.234500006,0.109200001,0.329100013,0.844600022,0.154400006,0.0021,0.398900002,0.616400003,0.637399971,0.046999998
STMN2_HUMAN,0.808099985,0.3046,0.061999999,0.241899997,0.175600007,0.01,0.150999993,0.225600004,0.423599988,0.040600002
VPP1_HUMAN,0.157800004,0.151099995,0.0283,0.815299988,0.064999998,0.0018,0.305400014,0.656700015,0.336499989,0.0054
LPP_HUMAN,0.729700029,0.325700015,0.017000001,0.421299994,0.268400013,0.002,0.198799998,0.195700005,0.091499999,0.0037
RBPMS_HUMAN,0.609200001,0.542699993,0.093800001,0.120999999,0.060899999,0.0019,0.1734,0.075499997,0.092699997,0.0012
EXT2_HUMAN,0.168799996,0.113300003,0.522199988,0.241899997,0.039799999,0.0111,0.51910001,0.25,0.952499986,0.018200001
NAR4_HUMAN,0.204600006,0.139599994,0.594200015,0.319499999,0.189300001,0.0178,0.42050001,0.381900012,0.270399988,0.037700001
MED12_HUMAN,0.3222,0.931599975,0.094300002,0.017200001,0.067400001,0.0017,0.056200001,0.0197,0.0296,0.0006
H2A1C_HUMAN,0.298500001,0.467700005,0.365799993,0.210600004,0.250999987,0.023,0.0876,0.207200006,0.030999999,0.2324
H2B1H_HUMAN,0.207300007,0.692600012,0.140499994,0.203400001,0.269699991,0.018999999,0.029100001,0.051100001,0.033500001,0.057
AT2A3_HUMAN,0.131099999,0.075499997,0.0156,0.524399996,0.071199998,0.0067,0.558799982,0.625,0.479299992,0.0064
P2RX5_HUMAN,0.216800004,0.107299998,0.097499996,0.773400009,0.135600001,0.0015,0.481400013,0.456800014,0.625199974,0.0133
BHMT1_HUMAN,0.69569999,0.236699998,0.030099999,0.274599999,0.372200012,0.244200006,0.119900003,0.191799998,0.093199998,0.0023
RNAS6_HUMAN,0.150099993,0.119999997,0.859600008,0.226400003,0.190400004,0.0062,0.246299997,0.367199987,0.294699997,0.0147
TP4A1_HUMAN,0.610099971,0.255499989,0.055300001,0.516300023,0.228400007,0.0046,0.365200013,0.335200012,0.495499998,0.054099999
WNT2B_HUMAN,0.170399994,0.142700002,0.882099986,0.278699994,0.141100004,0.0072,0.126000002,0.249799997,0.172999993,0.008
WNT8B_HUMAN,0.161899999,0.104900002,0.862800002,0.179100007,0.1087,0.0078,0.170000002,0.238700002,0.165600002,0.0108
HGD_HUMAN,0.471399993,0.605599999,0.035700001,0.370799989,0.0506,0.039700001,0.248699993,0.443500012,0.049600001,0.099799998
KPBB_HUMAN,0.605000019,0.399599999,0.066299997,0.149299994,0.058899999,0.0056,0.239600003,0.288500011,0.427899987,0.0023
HMR1_HUMAN,0.206100002,0.112199999,0.1954,0.828199983,0.092200004,0.0078,0.500400007,0.623700023,0.372500002,0.195199996
TSLP_HUMAN,0.175099999,0.095399998,0.902199984,0.171499997,0.075199999,0.031800002,0.235799998,0.27700001,0.168099999,0.0155
SCAM4_HUMAN,0.1237,0.161400005,0.036699999,0.554499984,0.109800003,0.0167,0.519800007,0.646600008,0.609200001,0.0017
UCN3_HUMAN,0.150700003,0.143600002,0.83859998,0.173099995,0.087899998,0.0046,0.253300011,0.144299999,0.186499998,0.013
TSR2_HUMAN,0.690500021,0.680499971,0.0691,0.120800003,0.282700002,0.0119,0.136000007,0.162900001,0.476099998,0.0167
FATE1_HUMAN,0.185699999,0.163900003,0.0096,0.360100001,0.266499996,0.0026,0.641200006,0.081500001,0.350600004,0.1646
TF3C6_HUMAN,0.492300004,0.797399998,0.035999998,0.1294,0.107000001,0.016899999,0.0911,0.069700003,0.0528,0.01
NKD2_HUMAN,0.665099978,0.409200013,0.0583,0.344599992,0.122699998,0.0004,0.141299993,0.193000004,0.194600001,0.0075
KISSR_HUMAN,0.114600003,0.097599998,0.0155,0.859300017,0.0876,0.0019,0.196199998,0.243699998,0.237299994,0.019099999
HPS3_HUMAN,0.506399989,0.556100011,0.059300002,0.144899994,0.100699998,0.0022,0.336199999,0.259900004,0.462199986,0.0023
LHX4_HUMAN,0.271800011,0.846000016,0.0044,0.109700002,0.064300001,0.0015,0.095700003,0.115599997,0.100599997,0.0015
SMCE1_HUMAN,0.408499986,0.884199977,0.087399997,0.034499999,0.127399996,0.0024,0.072700001,0.059700001,0.047499999,0.0113
CAVN3_HUMAN,0.610099971,0.290300012,0.168200001,0.45480001,0.186399996,0.0026,0.326299995,0.376100004,0.263000011,0.059900001
RIFK_HUMAN,0.453500003,0.742699981,0.1734,0.071000002,0.162599996,0.0094,0.146400005,0.0986,0.087200001,0.0233
NKD1_HUMAN,0.630100012,0.399699986,0.0583,0.325800002,0.110799998,0.0006,0.104000002,0.236399993,0.225600004,0.0094
FBXW7_HUMAN,0.302700013,0.884000003,0.059900001,0.026000001,0.217700005,0.0009,0.173999995,0.034600001,0.075199999,0.0067
CNKR1_HUMAN,0.707499981,0.316900015,0.0211,0.462199986,0.078000002,0.0004,0.334399998,0.339300007,0.289400011,0.0049
POP5_HUMAN,0.551100016,0.645699978,0.0858,0.074100003,0.129700005,0.0022,0.030099999,0.0436,0.0372,0.0005
MYDGF_HUMAN,0.139799997,0.097099997,0.784200013,0.182500005,0.093999997,0.019200001,0.684199989,0.204600006,0.355500013,0.019099999
S38A4_HUMAN,0.108499996,0.061799999,0.066399999,0.835099995,0.080899999,0.0075,0.256399989,0.641799986,0.323700011,0.0129
ZKSC4_HUMAN,0.211500004,0.850700021,0.0436,0.0867,0.0735,0.0004,0.0187,0.073600002,0.021299999,0.0207
BORC5_HUMAN,0.529600024,0.32100001,0.069700003,0.234200001,0.130199999,0.0044,0.103,0.57249999,0.542900026,0.350600004
I22R2_HUMAN,0.171399996,0.187000006,0.903500021,0.291700006,0.057300001,0.0045,0.216499999,0.207699999,0.160500005,0.0031
RNF34_HUMAN,0.575500011,0.387199998,0.0252,0.262100011,0.410600007,0.0058,0.391799986,0.720200002,0.56309998,0.045299999
ABTB1_HUMAN,0.68809998,0.487399995,0.039299998,0.111100003,0.048,0.0134,0.354299992,0.490799993,0.418099999,0.001
TMM54_HUMAN,0.223000005,0.132400006,0.086999997,0.804400027,0.155000001,0.0023,0.111900002,0.596800029,0.357300013,0.0093
MAL2_HUMAN,0.136999995,0.095200002,0.057100002,0.842499971,0.0995,0.0046,0.252000004,0.682500005,0.399100006,0.004
LSM10_HUMAN,0.6153,0.75029999,0.039799999,0.0341,0.248600006,0.0066,0.037300002,0.060400002,0.052999999,0.002
YIPF5_HUMAN,0.097900003,0.159199998,0.038600001,0.272599995,0.052499998,0.065300003,0.841700017,0.451700002,0.90200001,0.003
UBE2F_HUMAN,0.525399983,0.46419999,0.015699999,0.476799995,0.323000014,0.018999999,0.156000003,0.546899974,0.192100003,0.0119
PIGT_HUMAN,0.223199993,0.092900001,0.038699999,0.310400009,0.124799997,0.0036,0.921700001,0.28549999,0.419400007,0.081200004
IGSF8_HUMAN,0.317400008,0.133599997,0.172999993,0.870599985,0.1206,0.0036,0.321099997,0.275700003,0.414700001,0.055500001
FBX32_HUMAN,0.449600011,0.72420001,0.0199,0.067299999,0.2333,0.0037,0.144600004,0.064300001,0.035,0.0142
TOP1M_HUMAN,0.343899995,0.569800019,0.259299994,0.1149,0.50910002,0.015699999,0.072999999,0.177599996,0.079499997,0.250999987
TRI63_HUMAN,0.681599975,0.505299985,0.032600001,0.066299997,0.109899998,0.0011,0.161699995,0.423799992,0.3213,0.0025
RAB24_HUMAN,0.374799997,0.159899995,0.0231,0.469799995,0.152700007,0.0114,0.370700002,0.749199986,0.765999973,0.027000001
P2R3C_HUMAN,0.653400004,0.430799991,0.055,0.244900003,0.134599999,0.0017,0.295100003,0.338200003,0.450300008,0.0077
OSBP2_HUMAN,0.71390003,0.369399995,0.0285,0.533299983,0.291599989,0.0101,0.491100013,0.693000019,0.582099974,0.0427
LMBL2_HUMAN,0.149499997,0.944500029,0.0072,0.034400001,0.035,0.0198,0.048999999,0.0254,0.048799999,0.0006
ITFG2_HUMAN,0.629700005,0.552299976,0.0184,0.251399994,0.1206,0.0033,0.252799988,0.443100005,0.363900006,0.023
S35B4_HUMAN,0.097400002,0.211199999,0.0075,0.184599996,0.112300001,0.0111,0.647300005,0.280499995,0.747699976,0.0105
NEIL2_HUMAN,0.706799984,0.526199996,0.143000007,0.059999999,0.452600002,0.024800001,0.426400006,0.161699995,0.381900012,0.0228
ZN622_HUMAN,0.467599988,0.593900025,0.026000001,0.064400002,0.157499999,0.0055,0.1118,0.077100001,0.103699997,0.0016
TM203_HUMAN,0.121699996,0.247600004,0.106200002,0.241600007,0.532999992,0.021600001,0.688000023,0.413700014,0.345800012,0.032600001
HDA10_HUMAN,0.7597,0.388399988,0.0911,0.215700001,0.528900027,0.0012,0.156599998,0.298799992,0.108400002,0.113200001
RRF2M_HUMAN,0.163299993,0.106200002,0.072999999,0.105499998,0.916000009,0.069499999,0.0493,0.0337,0.078000002,0.039500002
UB2E3_HUMAN,0.584699988,0.543600023,0.030400001,0.506699979,0.181500003,0.0277,0.241999999,0.395399988,0.279100001,0.0616
5NT3B_HUMAN,0.759500027,0.504800022,0.153500006,0.189199999,0.350699991,0.0009,0.196099997,0.154300004,0.142499998,0.0217
WBP2_HUMAN,0.685299993,0.537100017,0.0506,0.452699989,0.0493,0.0022,0.504199982,0.608699977,0.125300005,0.0013
FBXW5_HUMAN,0.488599986,0.479999989,0.0207,0.239700004,0.289700001,0.0043,0.244399995,0.368200004,0.384900004,0.024900001
PSMG2_HUMAN,0.587300003,0.279100001,0.075900003,0.072800003,0.085100003,0.0048,0.299899995,0.230000004,0.324999988,0.0024
NCLN_HUMAN,0.217399999,0.081,0.082500003,0.320300013,0.051800001,0.0178,0.81099999,0.530600011,0.416900009,0.042199999
TEKT1_HUMAN,0.856000006,0.231299996,0.0594,0.315200001,0.108800001,0.0021,0.024800001,0.118199997,0.149499997,0.0006
MUL1_HUMAN,0.128299996,0.177300006,0.034899998,0.085100003,0.796700001,0.552399993,0.285899997,0.171100006,0.264499992,0.566799998
MRTFA_HUMAN,0.484299988,0.855700016,0.0059,0.091899998,0.037700001,0.0008,0.035,0.075499997,0.046799999,0.0017
SPTSA_HUMAN,0.097999997,0.162,0.027100001,0.301299989,0.218400002,0.034499999,0.811600029,0.427100003,0.765699983,0.0095
ZDH16_HUMAN,0.165999994,0.153899997,0.034000002,0.279799998,0.234899998,0.018999999,0.690199971,0.417499989,0.869899988,0.043299999
PMEPA_HUMAN,0.200399995,0.148200005,0.048300002,0.761399984,0.087499999,0.0017,0.275999993,0.683700025,0.34799999,0.0458
RIPL2_HUMAN,0.633599997,0.371100008,0.068400003,0.390599996,0.164000005,0.0077,0.221599996,0.529500008,0.478100002,0.0493
LFG3_HUMAN,0.209600002,0.117899999,0.163800001,0.619099975,0.219899997,0.0217,0.274300009,0.758000016,0.630999982,0.0029
SIA7F_HUMAN,0.193000004,0.244900003,0.391600013,0.093400002,0.107500002,0.0062,0.449400008,0.243200004,0.773899972,0.0058
ERGI1_HUMAN,0.128800005,0.187399998,0.0264,0.281899989,0.066600002,0.0015,0.742900014,0.32249999,0.675700009,0.0028
UTP4_HUMAN,0.438300014,0.703800023,0.034000002,0.100299999,0.055500001,0.0026,0.3292,0.188700005,0.181400001,0.0015
GTPB3_HUMAN,0.182799995,0.143800005,0.109700002,0.115900002,0.937099993,0.0048,0.085600004,0.127599999,0.127100006,0.074000001
FAKD4_HUMAN,0.210500002,0.157499999,0.0704,0.075999998,0.924000025,0.005,0.0548,0.073700003,0.165000007,0.0209
MARC2_HUMAN,0.193499997,0.144299999,0.234999999,0.118299998,0.785700023,0.0297,0.482499987,0.133699998,0.30430001,0.367500007
TR19L_HUMAN,0.196500003,0.085100003,0.199000001,0.869700015,0.097400002,0.0009,0.301200002,0.488700002,0.507099986,0.098800004
H2B1A_HUMAN,0.172999993,0.700600028,0.049400002,0.066699997,0.133499995,0.036800001,0.0539,0.067299999,0.031800002,0.0101
TET5B_HUMAN,0.690400004,0.433099985,0.074199997,0.231999993,0.246199995,0.0097,0.123499997,0.111000001,0.072099999,0.0118
G3ST3_HUMAN,0.159099996,0.177000001,0.349700004,0.259900004,0.071000002,0.0069,0.540400028,0.143900007,0.803499997,0.0072
T106A_HUMAN,0.228599995,0.237800002,0.094899997,0.572700024,0.071800001,0.0074,0.527499974,0.602699995,0.406100005,0.003
F162A_HUMAN,0.099399999,0.090499997,0.0121,0.1083,0.9199,0.031300001,0.146200001,0.020300001,0.1193,0.073799998
FUCT1_HUMAN,0.075000003,0.120800003,0.0116,0.387899995,0.176699996,0.0096,0.744899988,0.442799985,0.871299982,0.098999999
MYL11_HUMAN,0.514999986,0.550000012,0.104800001,0.394800007,0.0539,0.0143,0.200100005,0.0515,0.111000001,0.0011
CCD47_HUMAN,0.234099999,0.207200006,0.026799999,0.134599999,0.257499993,0.0162,0.838,0.093199998,0.130099997,0.0105
RN166_HUMAN,0.675400019,0.667999983,0.039299998,0.067599997,0.34009999,0.0084,0.0363,0.064099997,0.229800001,0.007
SPSB4_HUMAN,0.640600026,0.360500008,0.131099999,0.193900004,0.305599988,0.0049,0.111000001,0.224900007,0.53490001,0.0067
SYAP1_HUMAN,0.66079998,0.413199991,0.0107,0.171000004,0.214000002,0.0074,0.276499987,0.416599989,0.614600003,0.0275
PAQR1_HUMAN,0.147699997,0.156100005,0.0275,0.453399986,0.080200002,0.0132,0.616900027,0.485799998,0.738099992,0.0035
T53I1_HUMAN,0.552399993,0.666400015,0.0222,0.281399995,0.221300006,0.017200001,0.234999999,0.227500007,0.096500002,0.227200001
TM230_HUMAN,0.143000007,0.159600005,0.058800001,0.500699997,0.120099999,0.020400001,0.503400028,0.540600002,0.68599999,0.0031
RERG_HUMAN,0.526000023,0.27610001,0.104599997,0.650900006,0.217299998,0.0288,0.211500004,0.375,0.415300012,0.060699999
MALD3_HUMAN,0.185299993,0.1228,0.0625,0.86680001,0.089500003,0.0037,0.170900002,0.647000015,0.262899995,0.0014
TRI52_HUMAN,0.523199975,0.563300014,0.0801,0.109200001,0.142299995,0.0006,0.138400003,0.346100003,0.179000005,0.090800002
EXOC4_HUMAN,0.609499991,0.398600012,0.235200003,0.239700004,0.0462,0.0012,0.467999995,0.512899995,0.504000008,0.0021
AZIN2_HUMAN,0.622799993,0.480399996,0.0526,0.2852,0.363900006,0.234999999,0.26730001,0.055500001,0.158700004,0.168300003
MGN2_HUMAN,0.587499976,0.458499998,0.190899998,0.0823,0.319599986,0.0174,0.273099989,0.231199995,0.1382,0.122199997
COQA1_HUMAN,0.277500004,0.166800007,0.859200001,0.256399989,0.127000004,0.0014,0.231900007,0.2245,0.215399995,0.0017
RFT1_HUMAN,0.151199996,0.102300003,0.0089,0.53490001,0.233099997,0.0034,0.865800023,0.244599998,0.616599977,0.0243
JKIP2_HUMAN,0.740800023,0.3486,0.044199999,0.240099996,0.067299999,0.001,0.239800006,0.164900005,0.536800027,0.0008
NTAN1_HUMAN,0.709500015,0.550899982,0.031800002,0.220300004,0.32280001,0.0155,0.196500003,0.146200001,0.095799997,0.060800001
FERM2_HUMAN,0.696200013,0.325100005,0.0222,0.570200026,0.066699997,0.0021,0.214200005,0.451499999,0.272700012,0.0006
PLPL2_HUMAN,0.546400011,0.256399989,0.094800003,0.35800001,0.458099991,0.0038,0.513599992,0.342000008,0.463400006,0.269300014
FUBP1_HUMAN,0.309799999,0.909600019,0.179199994,0.0394,0.027799999,0.0003,0.037500001,0.035399999,0.022600001,1.00E-04
TTC17_HUMAN,0.397199988,0.204699993,0.220799997,0.319499999,0.127599999,0.0034,0.39410001,0.213699996,0.363299996,0.0779
S2546_HUMAN,0.196500003,0.0614,0.009,0.039900001,0.780300021,0.162200004,0.262600005,0.397100002,0.1822,0.325300008
LRC59_HUMAN,0.177200004,0.404300004,0.043000001,0.247700006,0.345699996,0.031399999,0.601400018,0.307999998,0.430299997,0.072999999
SOSB2_HUMAN,0.537,0.780499995,0.031399999,0.071800001,0.126200005,0.0025,0.067400001,0.026799999,0.0469,0.025699999
RAB7B_HUMAN,0.393599987,0.246900007,0.022500001,0.287699997,0.122299999,0.0017,0.315499991,0.683700025,0.727999985,0.017899999
CLUA1_HUMAN,0.594699979,0.629599988,0.0096,0.194999993,0.052900001,0.0007,0.0898,0.143700004,0.1426,0.0009
VTI1A_HUMAN,0.143299997,0.138999999,0.0265,0.541000009,0.165900007,0.0031,0.284200013,0.644200027,0.677900016,0.023800001
ABC3D_HUMAN,0.519299984,0.558799982,0.170200005,0.0583,0.089599997,0.0002,0.112800002,0.0999,0.0253,0.135800004
TM143_HUMAN,0.183200002,0.186499998,0.0669,0.115599997,0.909099996,0.021400001,0.154100001,0.137099996,0.257499993,0.048900001
ACD_HUMAN,0.416500002,0.860099971,0.024599999,0.084899999,0.255199999,0.0009,0.235499993,0.119999997,0.059700001,0.044799998
ZUP1_HUMAN,0.693599999,0.728900015,0.068999998,0.0616,0.087899998,0.0009,0.093000002,0.143399999,0.152099997,0.0069
ESAM_HUMAN,0.219899997,0.114500001,0.140900001,0.860300004,0.079800002,0.0016,0.267199993,0.510200024,0.286599994,0.0691
PBIP1_HUMAN,0.262100011,0.302300006,0.0933,0.261999995,0.0955,0.0006,0.792599976,0.252499998,0.755100012,0.025599999
CIDEC_HUMAN,0.515200019,0.3477,0.117200002,0.275700003,0.389999986,0.0233,0.267199993,0.360100001,0.287,0.081100002
MCUR1_HUMAN,0.193000004,0.162900001,0.0656,0.118100002,0.778500021,0.012,0.193299994,0.104500003,0.215900004,0.1699
RPE_HUMAN,0.782999992,0.406199992,0.024800001,0.064999998,0.509500027,0.0072,0.141200006,0.135800004,0.162300006,0.061999999
E2F7_HUMAN,0.30250001,0.962800026,0.0471,0.0129,0.049199998,0.0014,0.0285,0.0243,0.0276,0.0092
VOPP1_HUMAN,0.141200006,0.154200003,0.330300003,0.670899987,0.115599997,0.0026,0.328500003,0.570800006,0.320100009,0.0055
VP33A_HUMAN,0.38319999,0.247999996,0.02,0.292499989,0.169100001,0.002,0.335299999,0.751600027,0.119999997,0.038699999
RAB37_HUMAN,0.322400004,0.212599993,0.056899998,0.659099996,0.132300004,0.0076,0.267399997,0.769500017,0.762600005,0.078100003
MIB2_HUMAN,0.627099991,0.522199988,0.134599999,0.192000002,0.133399993,0.0006,0.111100003,0.766600013,0.379999995,0.0141
EME1_HUMAN,0.407000005,0.832899988,0.0283,0.107000001,0.201399997,0.004,0.081900001,0.070100002,0.0285,0.0045
FKB10_HUMAN,0.187399998,0.209800005,0.387699991,0.167199999,0.1259,0.0055,0.823000014,0.345400006,0.2667,0.228100002
TTC28_HUMAN,0.767799973,0.361699998,0.064599998,0.394800007,0.217899993,0.018100001,0.173600003,0.124600001,0.181500003,0.0276
EFMT3_HUMAN,0.648800015,0.423000008,0.081699997,0.208700001,0.279399991,0.004,0.0814,0.326499999,0.25150001,0.0196
ISG20_HUMAN,0.52700001,0.643100023,0.066500001,0.042100001,0.518999994,0.0123,0.0713,0.347499996,0.101899996,0.088399999
R51A1_HUMAN,0.258399993,0.952700019,0.0305,0.055399999,0.074600004,0.0045,0.0211,0.0328,0.0427,0.0015
UBE2W_HUMAN,0.539499998,0.709800005,0.019300001,0.222100005,0.090400003,0.0262,0.077699997,0.405900002,0.142800003,0.0066
DACT3_HUMAN,0.666999996,0.452699989,0.109899998,0.424600005,0.181199998,0.0006,0.170699999,0.086300001,0.098200001,0.0053
TM45B_HUMAN,0.109800003,0.108999997,0.071599998,0.516700029,0.056400001,0.0022,0.358399987,0.66960001,0.477699995,0.0058
ARK2N_HUMAN,0.219999999,0.938399971,0.095299996,0.0414,0.080600001,0.0006,0.083499998,0.026799999,0.037099998,0.0051
EXOS8_HUMAN,0.815500021,0.631900012,0.0097,0.177200004,0.0491,0.013,0.077100001,0.186299995,0.236599997,0.0029
AKTS1_HUMAN,0.452300012,0.935400009,0.0348,0.063500002,0.136199996,0.0058,0.076700002,0.031199999,0.0186,0.0119
TMM18_HUMAN,0.164900005,0.244000003,0.0561,0.190599993,0.096600004,0.0028,0.742399991,0.170599997,0.297300011,0.005
TOM6_HUMAN,0.162300006,0.149200007,0.182300001,0.092,0.758400023,0.348699987,0.554400027,0.194600001,0.200499997,0.124899998
ARRD3_HUMAN,0.581399977,0.228100002,0.035,0.660399973,0.167600006,0.0067,0.195700005,0.58920002,0.513400018,0.0021
RGMA_HUMAN,0.162300006,0.113700002,0.475300014,0.77609998,0.092200004,0.0024,0.305099994,0.430299997,0.440299988,0.014
LDAF1_HUMAN,0.181899995,0.243100002,0.320899993,0.230199993,0.152700007,0.171399996,0.621999979,0.103299998,0.426899999,0.148000002
SH3K1_HUMAN,0.723699987,0.229699999,0.079599999,0.363299996,0.065300003,0.0015,0.223900005,0.250800014,0.426099986,0.0075
CR3L1_HUMAN,0.089699998,0.287299991,0.0131,0.094800003,0.062799998,0.0174,0.8301,0.042300001,0.523899972,0.0011
SO4A1_HUMAN,0.1382,0.082999997,0.056000002,0.869400024,0.160099998,0.0027,0.305000007,0.369899988,0.1928,0.0308
PF21A_HUMAN,0.281899989,0.903100014,0.023399999,0.0416,0.0341,0.0019,0.089400001,0.028999999,0.041900001,0.0003
SPSB1_HUMAN,0.769999981,0.304800004,0.123899996,0.123400003,0.240199998,0.0107,0.1215,0.180800006,0.554199994,0.0025
SKA1_HUMAN,0.493099988,0.666899979,0.035399999,0.127200007,0.103799999,0.0037,0.076200001,0.273299992,0.244000003,0.0022
TMIG2_HUMAN,0.265199989,0.126900002,0.152700007,0.880100012,0.077399999,0.0013,0.322299987,0.395200014,0.357300013,0.151700005
NACC2_HUMAN,0.331200004,0.915899992,0.026900001,0.0451,0.072800003,0.0006,0.088799998,0.052999999,0.0458,0.0006
RNF25_HUMAN,0.721800029,0.697899997,0.0242,0.0867,0.095200002,0.0007,0.231199995,0.220400006,0.284500003,0.0013
S22AI_HUMAN,0.196199998,0.219500005,0.130400002,0.645500004,0.330900013,0.0018,0.466899991,0.437599987,0.450599998,0.0124
APH1A_HUMAN,0.127900004,0.097400002,0.0403,0.245000005,0.281500012,0.0119,0.901899993,0.312099993,0.586000025,0.0142
AIDA_HUMAN,0.638800025,0.525900006,0.013,0.46540001,0.125200003,0.003,0.086199999,0.424499989,0.238800004,0.001
PINX1_HUMAN,0.289999992,0.864000022,0.1558,0.054499999,0.0458,0.0067,0.060800001,0.027899999,0.1175,0.0139
ANKR9_HUMAN,0.605099976,0.349900007,0.049199998,0.241699994,0.629299998,0.0088,0.1294,0.307900012,0.291900009,0.0079
ARL8A_HUMAN,0.559300005,0.144999996,0.215299994,0.389600009,0.283800006,0.049199998,0.385800004,0.529399991,0.6074,0.0889
TADA1_HUMAN,0.222100005,0.834999979,0.0138,0.034400001,0.106899999,0.0079,0.0482,0.216999993,0.075099997,0.0134
OTUL_HUMAN,0.811800003,0.488799989,0.089699998,0.112300001,0.042300001,0.0007,0.243200004,0.39199999,0.254099995,0.0067
CHCH1_HUMAN,0.248400003,0.183300003,0.100699998,0.325399995,0.690299988,0.0115,0.272300005,0.104199998,0.102799997,0.261500001
PPWD1_HUMAN,0.282900006,0.901899993,0.036400001,0.029200001,0.123400003,0.0012,0.090400003,0.0163,0.035100002,0.0035
SGK3_HUMAN,0.688799977,0.395000011,0.058699999,0.325199991,0.239999995,0.008,0.156200007,0.663600028,0.224800006,0.0065
COA7_HUMAN,0.755999982,0.30399999,0.076899998,0.152400002,0.344099998,0.017999999,0.334199995,0.345699996,0.296999991,0.150299996
ZN669_HUMAN,0.264899999,0.770600021,0.049600001,0.069499999,0.124300003,0.0016,0.049800001,0.070500001,0.054099999,0.0339
ZBT8A_HUMAN,0.248799995,0.920099974,0.0147,0.047600001,0.052700002,0.0005,0.0726,0.057599999,0.0548,0.0049
CHP3_HUMAN,0.645200014,0.486499995,0.023,0.64349997,0.180600002,0.016899999,0.202900007,0.441700011,0.432999998,0.0031
CENPT_HUMAN,0.414999992,0.888499975,0.024700001,0.042800002,0.145300001,0.0013,0.043000001,0.0232,0.0099,0.0146
ALKB8_HUMAN,0.675400019,0.669399977,0.112499997,0.0933,0.0889,0.0041,0.076300003,0.070200004,0.081,0.002
UPP_HUMAN,0.756699979,0.57889998,0.0233,0.156000003,0.266799986,0.0072,0.118000001,0.107900001,0.242200002,0.034600001
TAM41_HUMAN,0.380499989,0.407099992,0.132699996,0.226300001,0.389299989,0.213,0.49180001,0.303799987,0.322699994,0.208000004
MOAP1_HUMAN,0.638999999,0.514100015,0.267100006,0.126599997,0.084399998,0.0133,0.174199998,0.185599998,0.081299998,0.0014
DOC10_HUMAN,0.552200019,0.399100006,0.038899999,0.554799974,0.089199997,0.0014,0.254500002,0.395900011,0.350699991,0.0023
